ID,YR,PD,QTR,CATG_CD,PLAN_TO_NM,SALES_ORG,SALES_RPTG_CHNL_NM,SALES_RPTG_SUBCHNL_NM,SALES_RPTG_RETL_ENV_NM,VOL_NKG_QTY,GSV,NSV,COGS_DIR_CHRG_VAL,GROSS_PRFT_VAL,NSV_USD,GROSS_PRFT_VAL_USD,USD_RATE,SALES_REF_KEY
84,2022,P06,Q2,BAKERY,WALMART_INC,MIDDLE_EAST_AFRICA,E-COMMERCE,MOBILE_APP,RURAL,42392.0,253589.0,222680.0,122474.0,100206.0,225063.0,101278.0,1.0107,2022_P06_BAKERY_WALMART_INC_MIDDLE_EAST_AFRICA_E-COMMERCE_MOBILE_APP_RURAL
85,2022,P07,Q3,BEVERAGES,KROGER_CO,NORTH_AMERICA,E-COMMERCE,DIRECT_TO_CONSUMER,VALUE,54751.0,689565.0,530423.0,307645.0,222778.0,521512.0,219035.0,0.9832,2022_P07_BEVERAGES_KROGER_CO_NORTH_AMERICA_E-COMMERCE_DIRECT_TO_CONSUMER_VALUE
86,2022,P07,Q3,SNACKS,AEON_CO_LTD,ASIA_PACIFIC,RETAIL,SUPERMARKETS,URBAN,53190.0,835028.0,725081.0,377042.0,348039.0,719135.0,345185.0,0.9918,2022_P07_SNACKS_AEON_CO_LTD_ASIA_PACIFIC_RETAIL_SUPERMARKETS_URBAN
87,2022,P07,Q3,SNACKS,WOOLWORTHS_GROUP,LATIN_AMERICA,RETAIL,SUPERMARKETS,VALUE,21885.0,306159.0,243144.0,126435.0,116709.0,250122.0,120059.0,1.0287,2022_P07_SNACKS_WOOLWORTHS_GROUP_LATIN_AMERICA_RETAIL_SUPERMARKETS_VALUE
88,2022,P07,Q3,BEVERAGES,TESCO_PLC,MIDDLE_EAST_AFRICA,RETAIL,HYPERMARKETS,URBAN,31613.0,365462.0,279018.0,161830.0,117188.0,277902.0,116719.0,0.996,2022_P07_BEVERAGES_TESCO_PLC_MIDDLE_EAST_AFRICA_RETAIL_HYPERMARKETS_URBAN
89,2022,P07,Q3,SNACKS,TARGET_CORP,NORTH_AMERICA,FOODSERVICE,CATERING,URBAN,37152.0,401284.0,331139.0,172192.0,158947.0,342431.0,164367.0,1.0341,2022_P07_SNACKS_TARGET_CORP_NORTH_AMERICA_FOODSERVICE_CATERING_URBAN
90,2022,P07,Q3,SNACKS,LIDL_STIFTUNG,EUROPE,E-COMMERCE,ONLINE_MARKETPLACE,RURAL,23929.0,242242.0,206992.0,107636.0,99356.0,193889.0,93067.0,0.9367,2022_P07_SNACKS_LIDL_STIFTUNG_EUROPE_E-COMMERCE_ONLINE_MARKETPLACE_RURAL
91,2022,P07,Q3,SNACKS,METRO_AG,MIDDLE_EAST_AFRICA,WHOLESALE,BULK_SALES,RURAL,31471.0,328868.0,274726.0,142858.0,131868.0,281869.0,135297.0,1.026,2022_P07_SNACKS_METRO_AG_MIDDLE_EAST_AFRICA_WHOLESALE_BULK_SALES_RURAL
92,2022,P07,Q3,FROZEN,SEVEN_ELEVEN,ASIA_PACIFIC,RETAIL,HYPERMARKETS,VALUE,18059.0,254543.0,219066.0,135821.0,83245.0,224411.0,85276.0,1.0244,2022_P07_FROZEN_SEVEN_ELEVEN_ASIA_PACIFIC_RETAIL_HYPERMARKETS_VALUE
93,2022,P07,Q3,DAIRY,COSTCO_WHOLESALE,NORTH_AMERICA,FOODSERVICE,CAFES,PREMIUM,40135.0,392252.0,320183.0,208119.0,112064.0,304622.0,106618.0,0.9514,2022_P07_DAIRY_COSTCO_WHOLESALE_NORTH_AMERICA_FOODSERVICE_CAFES_PREMIUM
94,2022,P07,Q3,SNACKS,KROGER_CO,NORTH_AMERICA,WHOLESALE,BULK_SALES,PREMIUM,30502.0,308344.0,238709.0,124129.0,114580.0,239067.0,114752.0,1.0015,2022_P07_SNACKS_KROGER_CO_NORTH_AMERICA_WHOLESALE_BULK_SALES_PREMIUM
95,2022,P07,Q3,BAKERY,CARREFOUR_SA,EUROPE,CONVENIENCE,GAS_STATIONS,URBAN,39272.0,525827.0,390740.0,214907.0,175833.0,385778.0,173600.0,0.9873,2022_P07_BAKERY_CARREFOUR_SA_EUROPE_CONVENIENCE_GAS_STATIONS_URBAN
96,2022,P07,Q3,SNACKS,ALDI_GROUP,NORTH_AMERICA,WHOLESALE,CASH_CARRY,VALUE,51991.0,313377.0,266424.0,138540.0,127884.0,286992.0,137757.0,1.0772,2022_P07_SNACKS_ALDI_GROUP_NORTH_AMERICA_WHOLESALE_CASH_CARRY_VALUE
97,2022,P07,Q3,BAKERY,SEVEN_ELEVEN,NORTH_AMERICA,FOODSERVICE,CATERING,VALUE,35310.0,455221.0,335939.0,184766.0,151173.0,333688.0,150160.0,0.9933,2022_P07_BAKERY_SEVEN_ELEVEN_NORTH_AMERICA_FOODSERVICE_CATERING_VALUE
98,2022,P07,Q3,FROZEN,SEVEN_ELEVEN,LATIN_AMERICA,E-COMMERCE,DIRECT_TO_CONSUMER,SUBURBAN,22643.0,141155.0,113531.0,70389.0,43142.0,114519.0,43517.0,1.0087,2022_P07_FROZEN_SEVEN_ELEVEN_LATIN_AMERICA_E-COMMERCE_DIRECT_TO_CONSUMER_SUBURBAN
99,2022,P08,Q3,CONFECTIONERY,TESCO_PLC,LATIN_AMERICA,FOODSERVICE,RESTAURANTS,RURAL,33529.0,387269.0,301471.0,144706.0,156765.0,296346.0,154100.0,0.983,2022_P08_CONFECTIONERY_TESCO_PLC_LATIN_AMERICA_FOODSERVICE_RESTAURANTS_RURAL
100,2022,P08,Q3,BAKERY,TARGET_CORP,LATIN_AMERICA,CONVENIENCE,GAS_STATIONS,URBAN,25493.0,418032.0,365139.0,200826.0,164313.0,375911.0,169160.0,1.0295,2022_P08_BAKERY_TARGET_CORP_LATIN_AMERICA_CONVENIENCE_GAS_STATIONS_URBAN
101,2022,P08,Q3,BAKERY,LAWSON_INC,ASIA_PACIFIC,FOODSERVICE,HOTELS,VALUE,29140.0,159761.0,132021.0,72612.0,59409.0,127519.0,57383.0,0.9659,2022_P08_BAKERY_LAWSON_INC_ASIA_PACIFIC_FOODSERVICE_HOTELS_VALUE
102,2022,P08,Q3,CONFECTIONERY,KROGER_CO,LATIN_AMERICA,CONVENIENCE,AIRPORT_RETAIL,SUBURBAN,19121.0,155243.0,139241.0,66836.0,72405.0,146941.0,76409.0,1.0553,2022_P08_CONFECTIONERY_KROGER_CO_LATIN_AMERICA_CONVENIENCE_AIRPORT_RETAIL_SUBURBAN
103,2022,P08,Q3,CONFECTIONERY,KROGER_CO,LATIN_AMERICA,RETAIL,SUPERMARKETS,VALUE,20097.0,241024.0,204294.0,98061.0,106233.0,211935.0,110206.0,1.0374,2022_P08_CONFECTIONERY_KROGER_CO_LATIN_AMERICA_RETAIL_SUPERMARKETS_VALUE
104,2022,P08,Q3,DAIRY,AEON_CO_LTD,LATIN_AMERICA,E-COMMERCE,MOBILE_APP,PREMIUM,43011.0,235209.0,192398.0,125059.0,67339.0,200979.0,70342.0,1.0446,2022_P08_DAIRY_AEON_CO_LTD_LATIN_AMERICA_E-COMMERCE_MOBILE_APP_PREMIUM
105,2022,P08,Q3,CONFECTIONERY,TESCO_PLC,MIDDLE_EAST_AFRICA,CONVENIENCE,AIRPORT_RETAIL,SUBURBAN,37172.0,354890.0,272169.0,130641.0,141528.0,263079.0,136801.0,0.9666,2022_P08_CONFECTIONERY_TESCO_PLC_MIDDLE_EAST_AFRICA_CONVENIENCE_AIRPORT_RETAIL_SUBURBAN
106,2022,P08,Q3,DAIRY,SEVEN_ELEVEN,MIDDLE_EAST_AFRICA,FOODSERVICE,HOTELS,URBAN,26705.0,310602.0,274367.0,178339.0,96028.0,271623.0,95068.0,0.99,2022_P08_DAIRY_SEVEN_ELEVEN_MIDDLE_EAST_AFRICA_FOODSERVICE_HOTELS_URBAN
107,2022,P08,Q3,BEVERAGES,SEVEN_ELEVEN,EUROPE,WHOLESALE,BULK_SALES,PREMIUM,22064.0,298218.0,237106.0,137521.0,99585.0,243840.0,102413.0,1.0284,2022_P08_BEVERAGES_SEVEN_ELEVEN_EUROPE_WHOLESALE_BULK_SALES_PREMIUM
108,2022,P08,Q3,BEVERAGES,ALDI_GROUP,ASIA_PACIFIC,E-COMMERCE,ONLINE_MARKETPLACE,SUBURBAN,51798.0,594792.0,515269.0,298856.0,216413.0,493164.0,207129.0,0.9571,2022_P08_BEVERAGES_ALDI_GROUP_ASIA_PACIFIC_E-COMMERCE_ONLINE_MARKETPLACE_SUBURBAN
109,2022,P08,Q3,SNACKS,TARGET_CORP,MIDDLE_EAST_AFRICA,FOODSERVICE,CAFES,SUBURBAN,18200.0,293396.0,226358.0,117706.0,108652.0,217032.0,104176.0,0.9588,2022_P08_SNACKS_TARGET_CORP_MIDDLE_EAST_AFRICA_FOODSERVICE_CAFES_SUBURBAN
110,2022,P08,Q3,DAIRY,AMAZON_RETAIL,LATIN_AMERICA,WHOLESALE,DISTRIBUTORS,SUBURBAN,21044.0,229318.0,195602.0,127141.0,68461.0,188091.0,65832.0,0.9616,2022_P08_DAIRY_AMAZON_RETAIL_LATIN_AMERICA_WHOLESALE_DISTRIBUTORS_SUBURBAN
111,2022,P08,Q3,FROZEN,SEVEN_ELEVEN,MIDDLE_EAST_AFRICA,WHOLESALE,DISTRIBUTORS,SUBURBAN,20773.0,314209.0,248949.0,154348.0,94601.0,257637.0,97903.0,1.0349,2022_P08_FROZEN_SEVEN_ELEVEN_MIDDLE_EAST_AFRICA_WHOLESALE_DISTRIBUTORS_SUBURBAN
112,2022,P08,Q3,DAIRY,FAMILY_MART,NORTH_AMERICA,RETAIL,SUPERMARKETS,VALUE,36320.0,422340.0,320793.0,208515.0,112278.0,296220.0,103678.0,0.9234,2022_P08_DAIRY_FAMILY_MART_NORTH_AMERICA_RETAIL_SUPERMARKETS_VALUE
113,2022,P09,Q3,DAIRY,FAMILY_MART,LATIN_AMERICA,WHOLESALE,DISTRIBUTORS,VALUE,31462.0,246602.0,216542.0,140752.0,75790.0,199522.0,69833.0,0.9214,2022_P09_DAIRY_FAMILY_MART_LATIN_AMERICA_WHOLESALE_DISTRIBUTORS_VALUE
114,2022,P09,Q3,CONFECTIONERY,TESCO_PLC,NORTH_AMERICA,WHOLESALE,DISTRIBUTORS,SUBURBAN,40668.0,533503.0,479278.0,230053.0,249225.0,485796.0,252614.0,1.0136,2022_P09_CONFECTIONERY_TESCO_PLC_NORTH_AMERICA_WHOLESALE_DISTRIBUTORS_SUBURBAN
115,2022,P09,Q3,BAKERY,TARGET_CORP,LATIN_AMERICA,RETAIL,HYPERMARKETS,URBAN,46298.0,354081.0,302849.0,166567.0,136282.0,306241.0,137808.0,1.0112,2022_P09_BAKERY_TARGET_CORP_LATIN_AMERICA_RETAIL_HYPERMARKETS_URBAN
116,2022,P09,Q3,BEVERAGES,WOOLWORTHS_GROUP,MIDDLE_EAST_AFRICA,RETAIL,SPECIALTY_STORES,RURAL,45441.0,631387.0,525620.0,304860.0,220760.0,468906.0,196940.0,0.8921,2022_P09_BEVERAGES_WOOLWORTHS_GROUP_MIDDLE_EAST_AFRICA_RETAIL_SPECIALTY_STORES_RURAL
117,2022,P09,Q3,FROZEN,CARREFOUR_SA,MIDDLE_EAST_AFRICA,FOODSERVICE,HOTELS,URBAN,16178.0,204793.0,180418.0,111859.0,68559.0,175276.0,66605.0,0.9715,2022_P09_FROZEN_CARREFOUR_SA_MIDDLE_EAST_AFRICA_FOODSERVICE_HOTELS_URBAN
118,2022,P09,Q3,SNACKS,TESCO_PLC,EUROPE,FOODSERVICE,CATERING,SUBURBAN,44252.0,204587.0,161673.0,84070.0,77603.0,164421.0,78922.0,1.017,2022_P09_SNACKS_TESCO_PLC_EUROPE_FOODSERVICE_CATERING_SUBURBAN
119,2022,P09,Q3,SNACKS,KROGER_CO,ASIA_PACIFIC,E-COMMERCE,ONLINE_MARKETPLACE,PREMIUM,39069.0,318958.0,242831.0,126272.0,116559.0,227023.0,108971.0,0.9349,2022_P09_SNACKS_KROGER_CO_ASIA_PACIFIC_E-COMMERCE_ONLINE_MARKETPLACE_PREMIUM
120,2022,P09,Q3,DAIRY,WOOLWORTHS_GROUP,MIDDLE_EAST_AFRICA,FOODSERVICE,HOTELS,URBAN,41310.0,548808.0,490563.0,318866.0,171697.0,436209.0,152673.0,0.8892,2022_P09_DAIRY_WOOLWORTHS_GROUP_MIDDLE_EAST_AFRICA_FOODSERVICE_HOTELS_URBAN
121,2022,P09,Q3,BEVERAGES,TESCO_PLC,ASIA_PACIFIC,E-COMMERCE,MOBILE_APP,URBAN,48235.0,766190.0,644410.0,373758.0,270652.0,650145.0,273061.0,1.0089,2022_P09_BEVERAGES_TESCO_PLC_ASIA_PACIFIC_E-COMMERCE_MOBILE_APP_URBAN
122,2022,P09,Q3,FROZEN,AEON_CO_LTD,MIDDLE_EAST_AFRICA,E-COMMERCE,DIRECT_TO_CONSUMER,SUBURBAN,37812.0,546888.0,410078.0,254248.0,155830.0,386909.0,147026.0,0.9435,2022_P09_FROZEN_AEON_CO_LTD_MIDDLE_EAST_AFRICA_E-COMMERCE_DIRECT_TO_CONSUMER_SUBURBAN
123,2022,P09,Q3,FROZEN,KROGER_CO,LATIN_AMERICA,RETAIL,HYPERMARKETS,SUBURBAN,26513.0,189216.0,158047.0,97989.0,60058.0,163452.0,62112.0,1.0342,2022_P09_FROZEN_KROGER_CO_LATIN_AMERICA_RETAIL_HYPERMARKETS_SUBURBAN
124,2022,P09,Q3,CONFECTIONERY,KROGER_CO,NORTH_AMERICA,E-COMMERCE,DIRECT_TO_CONSUMER,VALUE,30112.0,447582.0,339125.0,162780.0,176345.0,341465.0,177562.0,1.0069,2022_P09_CONFECTIONERY_KROGER_CO_NORTH_AMERICA_E-COMMERCE_DIRECT_TO_CONSUMER_VALUE
125,2022,P09,Q3,BEVERAGES,CARREFOUR_SA,MIDDLE_EAST_AFRICA,CONVENIENCE,GAS_STATIONS,URBAN,48796.0,583294.0,473992.0,274915.0,199077.0,483804.0,203198.0,1.0207,2022_P09_BEVERAGES_CARREFOUR_SA_MIDDLE_EAST_AFRICA_CONVENIENCE_GAS_STATIONS_URBAN
126,2022,P09,Q3,BEVERAGES,WALMART_INC,EUROPE,WHOLESALE,BULK_SALES,SUBURBAN,28461.0,457312.0,352043.0,204185.0,147858.0,365949.0,153698.0,1.0395,2022_P09_BEVERAGES_WALMART_INC_EUROPE_WHOLESALE_BULK_SALES_SUBURBAN
127,2022,P10,Q4,DAIRY,ALDI_GROUP,NORTH_AMERICA,RETAIL,DISCOUNT_STORES,SUBURBAN,17186.0,88508.0,72234.0,46952.0,25282.0,63942.0,22380.0,0.8852,2022_P10_DAIRY_ALDI_GROUP_NORTH_AMERICA_RETAIL_DISCOUNT_STORES_SUBURBAN
128,2022,P10,Q4,SNACKS,AMAZON_RETAIL,EUROPE,WHOLESALE,CASH_CARRY,VALUE,31067.0,246967.0,189262.0,98416.0,90846.0,171642.0,82388.0,0.9069,2022_P10_SNACKS_AMAZON_RETAIL_EUROPE_WHOLESALE_CASH_CARRY_VALUE
129,2022,P10,Q4,BAKERY,LAWSON_INC,EUROPE,E-COMMERCE,MOBILE_APP,VALUE,20943.0,124285.0,95662.0,52614.0,43048.0,90831.0,40874.0,0.9495,2022_P10_BAKERY_LAWSON_INC_EUROPE_E-COMMERCE_MOBILE_APP_VALUE
130,2022,P10,Q4,SNACKS,KROGER_CO,EUROPE,WHOLESALE,CASH_CARRY,RURAL,54744.0,678495.0,549418.0,285697.0,263721.0,512003.0,245762.0,0.9319,2022_P10_SNACKS_KROGER_CO_EUROPE_WHOLESALE_CASH_CARRY_RURAL
131,2022,P10,Q4,BAKERY,WALMART_INC,EUROPE,RETAIL,HYPERMARKETS,SUBURBAN,35627.0,471888.0,363810.0,200096.0,163714.0,322590.0,145165.0,0.8867,2022_P10_BAKERY_WALMART_INC_EUROPE_RETAIL_HYPERMARKETS_SUBURBAN
132,2022,P10,Q4,DAIRY,LAWSON_INC,ASIA_PACIFIC,WHOLESALE,CASH_CARRY,RURAL,22088.0,156821.0,130447.0,84791.0,45656.0,119594.0,41857.0,0.9168,2022_P10_DAIRY_LAWSON_INC_ASIA_PACIFIC_WHOLESALE_CASH_CARRY_RURAL
133,2022,P10,Q4,SNACKS,WOOLWORTHS_GROUP,EUROPE,WHOLESALE,CASH_CARRY,RURAL,39007.0,548713.0,433737.0,225543.0,208194.0,431004.0,206882.0,0.9937,2022_P10_SNACKS_WOOLWORTHS_GROUP_EUROPE_WHOLESALE_CASH_CARRY_RURAL
134,2022,P10,Q4,SNACKS,FAMILY_MART,MIDDLE_EAST_AFRICA,FOODSERVICE,CATERING,URBAN,42983.0,506455.0,380871.0,198053.0,182818.0,390164.0,187279.0,1.0244,2022_P10_SNACKS_FAMILY_MART_MIDDLE_EAST_AFRICA_FOODSERVICE_CATERING_URBAN
135,2022,P10,Q4,DAIRY,ALDI_GROUP,EUROPE,CONVENIENCE,GAS_STATIONS,VALUE,27329.0,336054.0,263926.0,171552.0,92374.0,270946.0,94831.0,1.0266,2022_P10_DAIRY_ALDI_GROUP_EUROPE_CONVENIENCE_GAS_STATIONS_VALUE
136,2022,P10,Q4,SNACKS,COSTCO_WHOLESALE,NORTH_AMERICA,CONVENIENCE,VENDING,RURAL,51988.0,311399.0,224330.0,116652.0,107678.0,227336.0,109121.0,1.0134,2022_P10_SNACKS_COSTCO_WHOLESALE_NORTH_AMERICA_CONVENIENCE_VENDING_RURAL
137,2022,P10,Q4,BAKERY,AMAZON_RETAIL,EUROPE,RETAIL,HYPERMARKETS,PREMIUM,17548.0,136237.0,104807.0,57644.0,47163.0,100573.0,45258.0,0.9596,2022_P10_BAKERY_AMAZON_RETAIL_EUROPE_RETAIL_HYPERMARKETS_PREMIUM
138,2022,P10,Q4,DAIRY,WALMART_INC,MIDDLE_EAST_AFRICA,WHOLESALE,BULK_SALES,PREMIUM,47939.0,540729.0,406157.0,264002.0,142155.0,406401.0,142240.0,1.0006,2022_P10_DAIRY_WALMART_INC_MIDDLE_EAST_AFRICA_WHOLESALE_BULK_SALES_PREMIUM
139,2022,P10,Q4,DAIRY,ALDI_GROUP,NORTH_AMERICA,FOODSERVICE,RESTAURANTS,PREMIUM,24056.0,384940.0,320151.0,208098.0,112053.0,307569.0,107649.0,0.9607,2022_P10_DAIRY_ALDI_GROUP_NORTH_AMERICA_FOODSERVICE_RESTAURANTS_PREMIUM
140,2022,P10,Q4,DAIRY,LIDL_STIFTUNG,NORTH_AMERICA,FOODSERVICE,RESTAURANTS,SUBURBAN,39314.0,504895.0,449354.0,292080.0,157274.0,462610.0,161914.0,1.0295,2022_P10_DAIRY_LIDL_STIFTUNG_NORTH_AMERICA_FOODSERVICE_RESTAURANTS_SUBURBAN
141,2022,P11,Q4,CONFECTIONERY,AMAZON_RETAIL,MIDDLE_EAST_AFRICA,RETAIL,SUPERMARKETS,SUBURBAN,36135.0,458512.0,382370.0,183538.0,198832.0,348339.0,181136.0,0.911,2022_P11_CONFECTIONERY_AMAZON_RETAIL_MIDDLE_EAST_AFRICA_RETAIL_SUPERMARKETS_SUBURBAN
142,2022,P11,Q4,CONFECTIONERY,LIDL_STIFTUNG,MIDDLE_EAST_AFRICA,FOODSERVICE,CAFES,VALUE,32425.0,347714.0,308764.0,148207.0,160557.0,286595.0,149029.0,0.9282,2022_P11_CONFECTIONERY_LIDL_STIFTUNG_MIDDLE_EAST_AFRICA_FOODSERVICE_CAFES_VALUE
143,2022,P11,Q4,DAIRY,ALDI_GROUP,NORTH_AMERICA,RETAIL,SUPERMARKETS,SUBURBAN,53477.0,279351.0,216855.0,140956.0,75899.0,192958.0,67535.0,0.8898,2022_P11_DAIRY_ALDI_GROUP_NORTH_AMERICA_RETAIL_SUPERMARKETS_SUBURBAN
144,2022,P11,Q4,DAIRY,TESCO_PLC,ASIA_PACIFIC,RETAIL,SUPERMARKETS,SUBURBAN,30038.0,489660.0,411138.0,267240.0,143898.0,380837.0,133293.0,0.9263,2022_P11_DAIRY_TESCO_PLC_ASIA_PACIFIC_RETAIL_SUPERMARKETS_SUBURBAN
145,2022,P11,Q4,FROZEN,ALDI_GROUP,ASIA_PACIFIC,CONVENIENCE,VENDING,RURAL,38277.0,322991.0,234675.0,145499.0,89176.0,230897.0,87740.0,0.9839,2022_P11_FROZEN_ALDI_GROUP_ASIA_PACIFIC_CONVENIENCE_VENDING_RURAL
146,2022,P11,Q4,BAKERY,METRO_AG,MIDDLE_EAST_AFRICA,WHOLESALE,DISTRIBUTORS,URBAN,27125.0,330848.0,283171.0,155744.0,127427.0,257063.0,115678.0,0.9078,2022_P11_BAKERY_METRO_AG_MIDDLE_EAST_AFRICA_WHOLESALE_DISTRIBUTORS_URBAN
147,2022,P11,Q4,CONFECTIONERY,LIDL_STIFTUNG,LATIN_AMERICA,E-COMMERCE,DIRECT_TO_CONSUMER,PREMIUM,24980.0,292410.0,254018.0,121929.0,132089.0,253180.0,131653.0,0.9967,2022_P11_CONFECTIONERY_LIDL_STIFTUNG_LATIN_AMERICA_E-COMMERCE_DIRECT_TO_CONSUMER_PREMIUM
148,2022,P11,Q4,SNACKS,LIDL_STIFTUNG,ASIA_PACIFIC,CONVENIENCE,AIRPORT_RETAIL,URBAN,47172.0,295603.0,264819.0,137706.0,127113.0,274935.0,131969.0,1.0382,2022_P11_SNACKS_LIDL_STIFTUNG_ASIA_PACIFIC_CONVENIENCE_AIRPORT_RETAIL_URBAN
149,2022,P11,Q4,FROZEN,WALMART_INC,ASIA_PACIFIC,CONVENIENCE,GAS_STATIONS,RURAL,49641.0,639798.0,526821.0,326629.0,200192.0,514072.0,195347.0,0.9758,2022_P11_FROZEN_WALMART_INC_ASIA_PACIFIC_CONVENIENCE_GAS_STATIONS_RURAL
150,2022,P11,Q4,CONFECTIONERY,TARGET_CORP,LATIN_AMERICA,CONVENIENCE,VENDING,URBAN,23100.0,256450.0,221377.0,106261.0,115116.0,216330.0,112491.0,0.9772,2022_P11_CONFECTIONERY_TARGET_CORP_LATIN_AMERICA_CONVENIENCE_VENDING_URBAN
151,2022,P11,Q4,FROZEN,AMAZON_RETAIL,EUROPE,E-COMMERCE,DIRECT_TO_CONSUMER,PREMIUM,33501.0,215019.0,162240.0,100589.0,61651.0,150624.0,57237.0,0.9284,2022_P11_FROZEN_AMAZON_RETAIL_EUROPE_E-COMMERCE_DIRECT_TO_CONSUMER_PREMIUM
152,2022,P11,Q4,FROZEN,ALDI_GROUP,ASIA_PACIFIC,FOODSERVICE,HOTELS,URBAN,28909.0,352576.0,309445.0,191856.0,117589.0,315541.0,119906.0,1.0197,2022_P11_FROZEN_ALDI_GROUP_ASIA_PACIFIC_FOODSERVICE_HOTELS_URBAN
153,2022,P11,Q4,DAIRY,CARREFOUR_SA,EUROPE,RETAIL,SPECIALTY_STORES,VALUE,25833.0,364663.0,295044.0,191779.0,103265.0,287284.0,100549.0,0.9737,2022_P11_DAIRY_CARREFOUR_SA_EUROPE_RETAIL_SPECIALTY_STORES_VALUE
154,2022,P11,Q4,CONFECTIONERY,COSTCO_WHOLESALE,LATIN_AMERICA,WHOLESALE,BULK_SALES,PREMIUM,27607.0,188568.0,159094.0,76365.0,82729.0,158092.0,82208.0,0.9937,2022_P11_CONFECTIONERY_COSTCO_WHOLESALE_LATIN_AMERICA_WHOLESALE_BULK_SALES_PREMIUM
155,2022,P12,Q4,DAIRY,TESCO_PLC,EUROPE,CONVENIENCE,GAS_STATIONS,PREMIUM,53256.0,409471.0,313595.0,203837.0,109758.0,314285.0,109999.0,1.0022,2022_P12_DAIRY_TESCO_PLC_EUROPE_CONVENIENCE_GAS_STATIONS_PREMIUM
156,2022,P12,Q4,FROZEN,METRO_AG,NORTH_AMERICA,E-COMMERCE,DIRECT_TO_CONSUMER,SUBURBAN,38625.0,180940.0,150860.0,93533.0,57327.0,143061.0,54363.0,0.9483,2022_P12_FROZEN_METRO_AG_NORTH_AMERICA_E-COMMERCE_DIRECT_TO_CONSUMER_SUBURBAN
157,2022,P12,Q4,BAKERY,AMAZON_RETAIL,LATIN_AMERICA,CONVENIENCE,AIRPORT_RETAIL,VALUE,23712.0,364798.0,312218.0,171720.0,140498.0,320648.0,144291.0,1.027,2022_P12_BAKERY_AMAZON_RETAIL_LATIN_AMERICA_CONVENIENCE_AIRPORT_RETAIL_VALUE
158,2022,P12,Q4,BEVERAGES,SEVEN_ELEVEN,EUROPE,E-COMMERCE,MOBILE_APP,PREMIUM,20102.0,110533.0,82295.0,47731.0,34564.0,85126.0,35753.0,1.0344,2022_P12_BEVERAGES_SEVEN_ELEVEN_EUROPE_E-COMMERCE_MOBILE_APP_PREMIUM
159,2022,P12,Q4,CONFECTIONERY,AEON_CO_LTD,MIDDLE_EAST_AFRICA,RETAIL,DISCOUNT_STORES,SUBURBAN,39368.0,635939.0,467693.0,224493.0,243200.0,462502.0,240500.0,0.9889,2022_P12_CONFECTIONERY_AEON_CO_LTD_MIDDLE_EAST_AFRICA_RETAIL_DISCOUNT_STORES_SUBURBAN
160,2022,P12,Q4,CONFECTIONERY,LAWSON_INC,LATIN_AMERICA,WHOLESALE,CASH_CARRY,PREMIUM,19251.0,272037.0,230766.0,110768.0,119998.0,214151.0,111358.0,0.928,2022_P12_CONFECTIONERY_LAWSON_INC_LATIN_AMERICA_WHOLESALE_CASH_CARRY_PREMIUM
161,2022,P12,Q4,SNACKS,FAMILY_MART,NORTH_AMERICA,E-COMMERCE,MOBILE_APP,PREMIUM,51543.0,468872.0,415676.0,216152.0,199524.0,386121.0,185338.0,0.9289,2022_P12_SNACKS_FAMILY_MART_NORTH_AMERICA_E-COMMERCE_MOBILE_APP_PREMIUM
162,2022,P12,Q4,BEVERAGES,WALMART_INC,LATIN_AMERICA,E-COMMERCE,MOBILE_APP,SUBURBAN,21477.0,100790.0,73943.0,42887.0,31056.0,77115.0,32388.0,1.0429,2022_P12_BEVERAGES_WALMART_INC_LATIN_AMERICA_E-COMMERCE_MOBILE_APP_SUBURBAN
163,2022,P12,Q4,DAIRY,ALDI_GROUP,LATIN_AMERICA,FOODSERVICE,RESTAURANTS,URBAN,17868.0,93394.0,67947.0,44166.0,23781.0,62593.0,21907.0,0.9212,2022_P12_DAIRY_ALDI_GROUP_LATIN_AMERICA_FOODSERVICE_RESTAURANTS_URBAN
164,2022,P12,Q4,FROZEN,FAMILY_MART,LATIN_AMERICA,FOODSERVICE,HOTELS,PREMIUM,43106.0,703174.0,609373.0,377811.0,231562.0,587801.0,223365.0,0.9646,2022_P12_FROZEN_FAMILY_MART_LATIN_AMERICA_FOODSERVICE_HOTELS_PREMIUM
165,2022,P12,Q4,FROZEN,WALMART_INC,ASIA_PACIFIC,WHOLESALE,BULK_SALES,SUBURBAN,54808.0,836508.0,674427.0,418145.0,256282.0,680025.0,258409.0,1.0083,2022_P12_FROZEN_WALMART_INC_ASIA_PACIFIC_WHOLESALE_BULK_SALES_SUBURBAN
166,2022,P12,Q4,DAIRY,TESCO_PLC,MIDDLE_EAST_AFRICA,CONVENIENCE,GAS_STATIONS,URBAN,51691.0,720222.0,640163.0,416106.0,224057.0,662121.0,231742.0,1.0343,2022_P12_DAIRY_TESCO_PLC_MIDDLE_EAST_AFRICA_CONVENIENCE_GAS_STATIONS_URBAN
167,2022,P12,Q4,CONFECTIONERY,SEVEN_ELEVEN,ASIA_PACIFIC,CONVENIENCE,GAS_STATIONS,PREMIUM,38216.0,595826.0,463850.0,222648.0,241202.0,419506.0,218143.0,0.9044,2022_P12_CONFECTIONERY_SEVEN_ELEVEN_ASIA_PACIFIC_CONVENIENCE_GAS_STATIONS_PREMIUM
